Country Name,Country Code,Region ,Indicator Name,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Oman,OMN,Middle East & North Africa,Adjusted net national income per capita (current US$),5571.191072,5967.605708,6683.533902,6895.510465,9335.458294,13146.32365,9795.814222,10546.36654,9808.190527,10874.49016,10784.79474
Pakistan,PAK,South Asia,Adjusted net national income per capita (current US$),505.9262459,577.5683516,630.0488226,765.2302172,832.9890745,914.0925554,906.5952813,946.3384485,1124.163799,1167.396139,1182.608436
Panama,PAN,Latin America & Caribbean,Adjusted net national income per capita (current US$),3759.300485,3992.051644,4281.727119,4638.124462,5334.793431,6309.247132,6680.226779,6920.055448,8329.346189,9492.937538,10513.267
Peru,PER,Latin America & Caribbean,Adjusted net national income per capita (current US$),1868.701241,2046.144784,2258.640183,2409.651805,2788.480682,3358.865983,3399.896071,4076.029394,4634.680804,5275.64079,5572.321031
Philippines,PHL,East Asia & Pacific,Adjusted net national income per capita (current US$),1095.45218,1142.856151,1267.057619,1459.952103,1707.42483,1996.175893,1976.613446,2279.916843,2474.506911,2770.858361,3007.479157
Palau,PLW,East Asia & Pacific,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,East Asia & Pacific,Adjusted net national income per capita (current US$),364.5957484,380.1972068,477.075128,778.8102861,964.7402698,1120.773177,1157.802867,1301.794307,1662.323258,2038.550757,2099.82119
Poland,POL,Europe & Central Asia,Adjusted net national income per capita (current US$),4873.282249,5522.825315,6768.767727,7597.578792,9425.035161,11971.11215,9809.871304,10719.98116,11868.28496,11228.17544,11731.31618
Puerto Rico,PRI,Latin America & Caribbean,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
"Korea, Dem. Rep.",PRK,East Asia & Pacific,Adjusted net national income per capita (current US$),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Portugal,PRT,Europe & Central Asia,Adjusted net national income per capita (current US$),13048.44975,14820.29727,15402.21966,15947.44292,18411.57318,19697.63272,18263.88094,17861.8235,18568.61962,16321.58031,17514.63993
Paraguay,PRY,Latin America & Caribbean,Adjusted net national income per capita (current US$),1022.888616,1285.140335,1409.688809,1786.509676,2453.759857,3375.622281,3015.865459,3596.179996,4479.58498,4293.126207,4928.565507
French Polynesia,PYF,East Asia & Pacific,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,Middle East & North Africa,Adjusted net national income per capita (current US$),26076.45597,28415.73956,30380.02648,38175.9452,42636.91821,51076.27378,37093.49367,41865.06279,51131.58177,55369.38783,57055.34915
Romania,ROU,Europe & Central Asia,Adjusted net national income per capita (current US$),2069.203775,2659.235211,3607.320236,4520.555683,6698.924123,8348.083752,6762.106827,6554.84463,7082.932263,6665.513605,7465.383108
Russian Federation,RUS,Europe & Central Asia,Adjusted net national income per capita (current US$),2208.215596,3134.984306,4056.771604,5321.426269,7223.311219,9065.808277,6660.24511,8426.137374,11257.9772,12109.25721,12577.15289
Rwanda,RWA,Sub-Saharan Africa,Adjusted net national income per capita (current US$),169.2820165,194.5054841,240.6444858,290.6773036,337.8609524,406.0964464,443.3704903,467.43743,516.9112324,559.2688491,561.7504725
Saudi Arabia,SAU,Middle East & North Africa,Adjusted net national income per capita (current US$),7593.7397,8574.709687,10512.4788,11782.90532,12891.18451,15293.82699,13375.00327,15762.79865,18575.20644,19686.00677,19404.08233
Sudan,SDN,Sub-Saharan Africa,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,1344.42154,1489.037456,990.1031232
Senegal,SEN,Sub-Saharan Africa,Adjusted net national income per capita (current US$),728.6458151,834.9762677,882.8625414,924.1746398,1089.075919,1264.560527,1165.606344,1134.644425,1196.414538,1151.222956,1190.596826
Singapore,SGP,East Asia & Pacific,Adjusted net national income per capita (current US$),18957.85725,21320.88783,23518.8126,27772.86839,32733.47302,32315.54814,30934.0075,40099.66612,44990.33074,45322.02004,46752.70187
Solomon Islands,SLB,East Asia & Pacific,Adjusted net national income per capita (current US$),631.9342719,702.6730791,735.3816671,766.5592721,704.377113,690.6213977,587.7942652,612.9461212,759.4089131,1103.993435,1304.025889
Sierra Leone,SLE,Sub-Saharan Africa,Adjusted net national income per capita (current US$),213.708252,217.5653872,242.9610735,273.5980472,320.9186442,375.0586184,359.7840993,346.3542118,374.7678116,488.616517,569.0393867
El Salvador,SLV,Latin America & Caribbean,Adjusted net national income per capita (current US$),2023.145422,2075.356023,2215.643146,2406.072874,2538.176071,2672.836977,2567.809182,2684.767313,2950.62509,3002.292644,3047.933141
San Marino,SMR,Europe & Central Asia,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM,Sub-Saharan Africa,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,Europe & Central Asia,Adjusted net national income per capita (current US$),0,0,0,3433.854928,4455.394083,5431.839301,4779.626608,4408.770166,5235.83329,4549.403839,5062.456633
South Sudan,SSD,Sub-Saharan Africa,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,,Adjusted net national income per capita (current US$),533.6838609,574.8348256,684.6076419,747.8293914,773.7277051,918.5679377,846.574964,855.8350757,909.1887567,763.4958107,891.1082279
Suriname,SUR,Latin America & Caribbean,Adjusted net national income per capita (current US$),2107.811294,2351.935234,2837.917943,4148.067169,4696.696098,5291.387734,5979.600948,5592.949123,4548.192775,5252.903793,6007.105954
Slovak Republic,SVK,Europe & Central Asia,Adjusted net national income per capita (current US$),6352.946459,7990.30173,8936.339576,10191.47254,12678.07925,14943.82426,13082.05511,12941.0027,13890.81192,13424.10919,14230.30025
Slovenia,SVN,Europe & Central Asia,Adjusted net national income per capita (current US$),12052.65347,13887.36205,14687.25913,15951.84434,19181.34545,22017.57786,19487.96931,18452.07314,19626.6507,17391.05935,18064.11477
Sweden,SWE,Europe & Central Asia,Adjusted net national income per capita (current US$),31795.67179,36115.35933,36975.19344,40373.92445,46692.87311,48736.35509,39276.82068,44707.62471,50888.76539,48819.84993,51587.76632
Swaziland,SWZ,Sub-Saharan Africa,Adjusted net national income per capita (current US$),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,Sub-Saharan Africa,Adjusted net national income per capita (current US$),7178.221356,9336.521432,10346.38871,11376.07588,10697.07979,9060.846712,8530.564994,9148.702691,10297.11385,10211.74128,12270.14458
Syrian Arab Republic,SYR,Middle East & North Africa,Adjusted net national income per capita (current US$),890.3836944,1093.466613,1172.614336,1324.05811,1602.962652,0,0,0,0,0,0
Turks and Caicos Islands,TCA,Latin America & Caribbean,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,Sub-Saharan Africa,Adjusted net national income per capita (current US$),206.3433249,228.9779794,353.8688276,380.404893,461.7249951,511.0639056,609.0710736,670.4529455,708.383556,715.9332114,741.2047746
Togo,TGO,Sub-Saharan Africa,Adjusted net national income per capita (current US$),336.7304308,362.6929976,357.6049311,372.1954682,394.2573771,446.2710305,434.5149233,433.6858413,473.3914605,391.46981,460.579968
Thailand,THA,East Asia & Pacific,Adjusted net national income per capita (current US$),1859.517236,2103.991274,2274.699758,2673.468734,3177.12251,3425.589865,3322.445945,4000.155715,4364.812004,4494.163775,4622.312996
Tajikistan,TJK,Europe & Central Asia,Adjusted net national income per capita (current US$),0,242.9352143,254.1166468,340.8887153,468.1079032,637.69508,611.7733769,780.0753381,896.1628069,1048.719248,1151.546838
Turkmenistan,TKM,Europe & Central Asia,Adjusted net national income per capita (current US$),582.6593749,695.7964459,717.2432029,867.7255864,1127.596249,2056.942733,2940.476681,3029.296149,3506.208335,0,0
Timor-Leste,TLS,East Asia & Pacific,Adjusted net national income per capita (current US$),718.2942773,262.7168498,0,0,61.40960074,532.8559687,823.5767118,1253.884503,1650.649736,1481.081516,1541.733859
Tonga,TON,East Asia & Pacific,Adjusted net national income per capita (current US$),1885.956259,2124.646551,2382.325065,2707.156373,2757.732609,3171.513152,2894.880072,3346.562594,3833.294349,4320.979425,4156.936454
Trinidad and Tobago,TTO,Latin America & Caribbean,Adjusted net national income per capita (current US$),6294.260118,7920.519876,8706.899648,9505.599521,11710.86806,15608.04353,10392.14717,12174.53984,11936.52568,12659.33736,13779.40126
Tunisia,TUN,Middle East & North Africa,Adjusted net national income per capita (current US$),2199.98702,2471.238159,2467.594787,2611.439494,2846.80346,3124.143636,3104.878797,3150.684161,3192.545604,3117.784323,3155.600333
Turkey,TUR,Europe & Central Asia,Adjusted net national income per capita (current US$),3933.742523,5076.772152,6266.758745,6804.254742,8198.819565,9081.516068,7450.690776,8954.726933,9573.265339,9883.280155,10611.0018
Tuvalu,TUV,East Asia & Pacific,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
"Taiwan, China",TWN,East Asia & Pacific,Adjusted net national income per capita (current US$),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Tanzania,TZA,Sub-Saharan Africa,Adjusted net national income per capita (current US$),379.8840956,404.5473454,429.9515532,433.8741984,487.5983943,604.5306895,610.7045181,646.9994131,677.5530728,763.1900161,865.589136
Uganda,UGA,Sub-Saharan Africa,Adjusted net national income per capita (current US$),173.2595708,227.0039917,252.2918482,272.325643,315.1360755,345.2057582,444.6429642,487.9429161,458.0317702,492.0716952,504.5488844
Ukraine,UKR,Europe & Central Asia,Adjusted net national income per capita (current US$),833.4550529,1104.243151,1507.954483,1898.607393,2546.926192,3282.978207,2059.268773,2423.991732,2903.806014,3229.209128,3348.884253
Uruguay,URY,Latin America & Caribbean,Adjusted net national income per capita (current US$),3148.97475,3558.2721,4586.340751,5190.943777,6194.199085,7891.711386,8200.361957,10256.27741,12309.12309,13188.75469,14726.24838
United States,USA,North America,Adjusted net national income per capita (current US$),33837.16083,35784.99783,37619.95384,39790.85077,40672.60019,40434.22882,39399.2691,40911.95717,42551.14014,44822.1606,45734.87711
Uzbekistan,UZB,Europe & Central Asia,Adjusted net national income per capita (current US$),305.93452,371.3369104,442.3606263,484.2255191,673.5372376,872.3397843,1007.320319,1177.694674,1300.411569,1466.402545,1653.301665
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Adjusted net national income per capita (current US$),3638.299643,3887.935651,4135.987446,4638.346857,4958.874892,5356.360547,5297.132069,5355.418168,5311.795983,5528.202175,5610.5898
"Venezuela, RB",VEN,Latin America & Caribbean,Adjusted net national income per capita (current US$),2787.957488,3573.531534,4536.096234,5748.202166,7501.190898,10436.13154,10769.96472,12662.48602,9750.419026,11640.68732,11106.45921
Virgin Islands (U.S.),VIR,Latin America & Caribbean,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,East Asia & Pacific,Adjusted net national income per capita (current US$),458.0486693,504.0705245,561.6719056,625.9707122,731.9843647,918.0936711,878.0558004,1075.566059,1230.177868,1410.474089,1539.514821
Vanuatu,VUT,East Asia & Pacific,Adjusted net national income per capita (current US$),1354.005689,1523.255894,1577.829055,1759.107457,2038.879723,2446.942476,2295.998076,2547.979663,2831.191397,2645.696101,2808.018163
West Bank and Gaza,PSE,Middle East & North Africa,Adjusted net national income per capita (current US$),0,0,0,0,0,0,0,0,0,0,0
Samoa,WSM,East Asia & Pacific,Adjusted net national income per capita (current US$),1525.955779,1889.268725,2046.540326,2252.620672,2463.217162,2860.381281,2529.587214,2931.103713,3345.90547,3622.822222,3610.39445
"Yemen, Rep.",YEM,Middle East & North Africa,Adjusted net national income per capita (current US$),383.8466845,419.0666944,455.309623,546.2042531,660.4488572,804.847861,861.3132484,1005.931369,1051.287036,1198.264264,1319.120252
South Africa,ZAF,Sub-Saharan Africa,Adjusted net national income per capita (current US$),3107.782578,4019.708523,4491.725589,4641.622463,4907.187901,4413.440222,4732.589964,5883.215157,6387.854128,6017.126222,5443.181596
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Adjusted net national income per capita (current US$),139.2821946,153.8268085,169.74538,183.3735355,199.2274344,217.825676,202.7707647,242.2046831,266.3433483,290.0086903,292.3527532
Zambia,ZMB,Sub-Saharan Africa,Adjusted net national income per capita (current US$),360.1543848,410.3939845,519.2062908,708.0711246,728.6552392,972.4359506,854.6808004,999.1322325,1151.028184,1305.565777,1364.893867
Zimbabwe,ZWE,Sub-Saharan Africa,Adjusted net national income per capita (current US$),442.2977292,435.3583159,431.8964879,392.7834434,364.9611009,290.841536,637.3503559,773.9580053,830.4665421,934.2659655,1105.223859
