Country Name,Country Code,Indicator Name,Region ,Indicator Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,78.24629268,78.44812195,78.64902439,78.85156098,79.05726829,79.26614634,79.47770732,79.69295122,79.90982927,80.12778049,80.3437561
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,77.57073171,77.72195122,77.87073171,78.07073171,78.22195122,78.37073171,78.57073171,78.72195122,78.87073171,79.02195122,79.17073171
Morocco,MAR,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,68.69719512,68.88063415,69.07168293,69.2737561,69.48626829,69.70817073,69.93743902,70.17158537,70.40912195,70.64312195,70.87212195
Monaco,MCO,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,,,,,,,,,,,
Moldova,MDA,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,67.52014634,67.70317073,67.85973171,67.99173171,68.11109756,68.22729268,68.34180488,68.45812195,68.57529268,68.69341463,68.8115122
Madagascar,MDG,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,60.2355122,60.72870732,61.18678049,61.62236585,62.048,62.4747561,62.90765854,63.34973171,63.79890244,64.24863415,64.69139024
Maldives,MDV,"Life expectancy at birth, total (years)",South Asia,SP.DYN.LE00.IN,72.46621951,73.32380488,74.08456098,74.74960976,75.33743902,75.86709756,76.34641463,76.78631707,77.19287805,77.57382927,77.93536585
Mexico,MEX,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,74.9917561,75.23656098,75.48553659,75.73665854,75.98439024,76.22665854,76.46146341,76.69029268,76.91417073,77.13507317,77.35402439
Marshall Islands,MHL,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,,,,,,,,,,,
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,73.8155122,73.9607561,74.08890244,74.20673171,74.32295122,74.44590244,74.57846341,74.72214634,74.8745122,75.03126829,75.18802439
Mali,MLI,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,50.53080488,51.033,51.52253659,51.99443902,52.45382927,52.9032439,53.34219512,53.77073171,54.19082927,54.60392683,55.0135122
Malta,MLT,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,80.74634146
Myanmar,MMR,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,62.92273171,63.20543902,63.47656098,63.73158537,63.96953659,64.18941463,64.39373171,64.583,64.7612439,64.93246341,65.09968293
Montenegro,MNE,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,73.4897561,73.48721951,73.57480488,73.73092683,73.91726829,74.10204878,74.27134146,74.41673171,74.53936585,74.64987805,74.75836585
Mongolia,MNG,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,64.38326829,64.85182927,65.28780488,65.6827561,66.03743902,66.35712195,66.64121951,66.89460976,67.12470732,67.33943902,67.54819512
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,,,,,,,,,,,
Mozambique,MOZ,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,47.65704878,47.73582927,47.85063415,48.01641463,48.23214634,48.49382927,48.79943902,49.13707317,49.48782927,49.83626829,50.17336585
Mauritania,MRT,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,59.98685366,60.10943902,60.24260976,60.38680488,60.53946341,60.6975122,60.85943902,61.0232439,61.18695122,61.35060976,61.5117561
Mauritius,MUS,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,72.12130081,72.27674797,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.46
Malawi,MWI,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,47.31204878,48.06580488,48.93997561,49.89058537,50.86329268,51.80573171,52.683,53.46570732,54.13995122,54.72378049,55.23470732
Malaysia,MYS,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,73.36987805,73.52997561,73.687,73.84304878,74.00068293,74.16146341,74.32592683,74.49558537,74.66839024,74.84229268,75.01626829
Namibia,NAM,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,54.27897561,54.92346341,55.97743902,57.32487805,58.78080488,60.18407317,61.44090244,62.48029268,63.27717073,63.88114634,64.34387805
New Caledonia,NCL,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,75.27073171,75.51463415,75.16829268,76.46097561,75.94634146,76.45609756,76.96585366,77.47317073,76.72682927,77.12195122,77.12195122
Niger,NER,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,52.78870732,53.46378049,54.12014634,54.75141463,55.35314634,55.92539024,56.46821951,56.98563415,57.48263415,57.96617073,58.44270732
Nigeria,NGA,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,47.63773171,48.12565854,48.6644878,49.22863415,49.79160976,50.32939024,50.8304878,51.28941463,51.7102439,52.10902439,52.49978049
Nicaragua,NIC,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,71.04495122,71.48631707,71.90995122,72.31636585,72.7064878,73.0822439,73.44412195,73.79512195,74.13470732,74.46539024,74.78817073
Netherlands,NLD,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.10487805
Norway,NOR,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.45121951
Nepal,NPL,"Life expectancy at birth, total (years)",South Asia,SP.DYN.LE00.IN,63.722,64.2434878,64.748,65.23953659,65.72009756,66.19019512,66.65229268,67.10492683,67.54956098,67.98270732,68.40385366
New Zealand,NZL,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.70243902,80.90487805,81.15609756,81.40731707
Oman,OMN,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,73.62441463,74.023,74.40760976,74.77380488,75.12060976,75.44704878,75.75460976,76.04580488,76.32314634,76.59104878,76.85202439
Pakistan,PAK,"Life expectancy at birth, total (years)",South Asia,SP.DYN.LE00.IN,64.69136585,64.94082927,65.1747561,65.39312195,65.59590244,65.78463415,65.96126829,66.12634146,66.28387805,66.43587805,66.58536585
Panama,PAN,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,75.66321951,75.83656098,76.00890244,76.18346341,76.36385366,76.55117073,76.74646341,76.94870732,77.15680488,77.36809756,77.57895122
Peru,PER,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,71.74756098,72.09680488,72.41860976,72.72097561,73.01487805,73.30729268,73.60368293,73.90509756,74.21053659,74.51553659,74.81460976
Philippines,PHL,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,67.21904878,67.35421951,67.48992683,67.62819512,67.77056098,67.91853659,68.07160976,68.23026829,68.3914878,68.55373171,68.7144878
Palau,PLW,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,,,69.12926829,,,,,,,,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,59.87978049,60.265,60.64358537,60.99802439,61.31690244,61.59121951,61.8205122,62.00780488,62.16212195,62.29892683,62.43073171
Poland,POL,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.74634146,76.79756098,76.84878049
Puerto Rico,PRI,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,78.07121951,78.17585366,78.29609756,78.41634146,78.42585366,78.55892683,78.00778049,78.1822439,78.35885366,78.53553659,78.71119512
"Korea, Dem. Rep.",PRK,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,67.3542439,67.85982927,68.1565122,68.29173171,68.37417073,68.48939024,68.66097561,68.89792683,69.18880488,69.50063415,69.80695122
Portugal,PRT,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,77.2195122,77.67073171,78.07073171,78.4195122,78.32195122,78.52439024,78.72682927,79.02682927,80.47073171,80.37317073,80.37317073
Paraguay,PRY,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,70.87156098,71.11092683,71.32656098,71.5134878,71.67421951,71.81180488,71.92778049,72.02665854,72.11346341,72.19373171,72.2734878
French Polynesia,PYF,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,73.51056098,73.87031707,74.22668293,74.56995122,74.89097561,75.18517073,75.45197561,75.69339024,75.91602439,76.12902439,76.33904878
Qatar,QAT,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,77.20160976,77.3247561,77.44892683,77.57717073,77.711,77.84992683,77.99595122,78.14604878,78.29968293,78.45380488,78.60690244
Romania,ROU,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,71.3097561,71.59427561,71.87889512,72.16341463,72.56585366,72.56585366,73.3097561,73.45853659,74.56341463,74.46341463,74.46341463
Russian Federation,RUS,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,65.00756098,65.42121951,65.47,66.64317073,67.49756098,67.84878049,68.60487805,68.85609756,69.65853659,70.36585366,71.07317073
Rwanda,RWA,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,51.86207317,53.45509756,55.1924878,56.9757561,58.64790244,60.09246341,61.28002439,62.21214634,62.92241463,63.49285366,63.99397561
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,73.43434146,73.69029268,73.9382439,74.17863415,74.4115122,74.63787805,74.8592439,75.07560976,75.288,75.49690244,75.70336585
Sudan,SDN,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,59.11163415,59.52119512,59.92636585,60.31053659,60.66256098,60.97539024,61.24646341,61.47829268,61.67941463,61.86395122,62.0444878
Senegal,SEN,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,59.26165854,59.89929268,60.54970732,61.16868293,61.72353659,62.19263415,62.56441463,62.84187805,63.04258537,63.20217073,63.35073171
Singapore,SGP,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,81.99512195,82.34634146
Solomon Islands,SLB,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,64.61409756,65.11287805,65.5534878,65.93512195,66.26780488,66.56221951,66.82568293,67.06665854,67.29221951,67.50707317,67.71690244
Sierra Leone,SLE,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,40.48607317,41.33317073,42.14521951,42.88253659,43.5264878,44.06746341,44.50143902,44.83895122,45.10258537,45.32904878,45.55095122
El Salvador,SLV,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,70.14958537,70.34773171,70.54639024,70.75056098,70.9602439,71.17795122,71.40265854,71.63441463,71.86870732,72.10453659,72.33892683
San Marino,SMR,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,81.2195122,81.72195122,81.97560976,82.1804878,82.50609756,82.83170732,82.99554324,83.15937916,83.32321508,,
Somalia,SOM,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,51.77190244,52.05290244,52.35585366,52.68278049,53.01865854,53.3545122,53.68934146,54.02365854,54.35795122,54.6912439,55.0245122
Serbia,SRB,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.13658537
South Sudan,SSD,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,50.3422439,50.70112195,51.07590244,51.48102439,51.92146341,52.39919512,52.91470732,53.465,54.04556098,54.64295122,55.24121951
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",,SP.DYN.LE00.IN,63.96512195,64.26129268,64.57690244,64.89246341,65.188,65.45004878,65.67209756,65.85368293,66.00326829,66.13487805,66.26097561
Suriname,SUR,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,68.32963415,68.56597561,68.8444878,69.15214634,69.46790244,69.77570732,70.06702439,70.33582927,70.58112195,70.81139024,71.03163415
Slovak Republic,SVK,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.26097561
Slovenia,SVN,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.27804878
Sweden,SWE,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.70487805
Swaziland,SWZ,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,45.95809756,45.74534146,45.86007317,46.24136585,46.77239024,47.34582927,47.8927561,48.3457561,48.66139024,48.85063415,48.93792683
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,,,,,74.54390244,74.53658537,75.58780488,,,,
Seychelles,SYC,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,71.02926829,72.6097561,72.13170732,72.21707317,73.19268293,73.16341463,73.03414634,73.19756098,72.72439024,74.22682927,74.22682927
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,74.1895122,74.4704878,74.71668293,74.89782927,74.99780488,75.01512195,74.96246341,74.86763415,74.77058537,74.71070732,74.71578049
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,,,,,,,,,,,
Chad,TCD,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,47.12314634,47.36978049,47.67156098,48.028,48.42717073,48.85717073,49.30753659,49.76985366,50.23619512,50.70058537,51.15907317
Togo,TGO,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,53.81943902,53.97126829,54.14317073,54.34153659,54.57373171,54.84319512,55.14390244,55.46887805,55.80765854,56.15034146,56.4885122
Thailand,THA,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,71.6445122,71.97560976,72.32841463,72.68192683,73.01817073,73.32221951,73.58707317,73.81378049,74.00890244,74.18797561,74.36507317
Tajikistan,TJK,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,64.90002439,65.29663415,65.67846341,66.02973171,66.34014634,66.60453659,66.82131707,66.9955122,67.13521951,67.25717073,67.37460976
Turkmenistan,TKM,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,64.24039024,64.33743902,64.43236585,64.53129268,64.63782927,64.75404878,64.88102439,65.01821951,65.16360976,65.31358537,65.46258537
Timor-Leste,TLS,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,61.82931707,62.48517073,63.10063415,63.68958537,64.2637561,64.82792683,65.388,65.94446341,66.49180488,67.02058537,67.52236585
Tonga,TON,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,71.17543902,71.31443902,71.45334146,71.59370732,71.7375122,71.88270732,72.0317561,72.18263415,72.3352439,72.489,72.64231707
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,68.80543902,68.90056098,69.00778049,69.12446341,69.24402439,69.36436585,69.4824878,69.59736585,69.70856098,69.81714634,69.92521951
Tunisia,TUN,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,73.05121951,73.30243902,73.50243902,73.9,74.20243902,74.30243902,74.45121951,74.60243902,74.34390244,73.99512195,73.64634146
Turkey,TUR,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,71.55987805,72.01112195,72.42836585,72.81573171,73.18192683,73.53419512,73.87609756,74.21119512,74.5404878,74.86243902,75.17595122
Tuvalu,TUV,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,,,,,,,,,,,
"Taiwan, China",TWN,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,,,,,,,,,,,
Tanzania,TZA,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,51.94665854,52.84078049,53.82534146,54.88426829,55.98765854,57.09717073,58.17595122,59.18170732,60.07465854,60.84643902,61.49314634
Uganda,UGA,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,50.88878049,51.87136585,52.83992683,53.78785366,54.71763415,55.62439024,56.4917561,57.29653659,58.01753659,58.64797561,59.19
Ukraine,UKR,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122
Uruguay,URY,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,75.29968293,75.51326829,75.72285366,75.92495122,76.11604878,76.29512195,76.46117073,76.61621951,76.76426829,76.90782927,77.05141463
United States,USA,"Life expectancy at birth, total (years)",North America,SP.DYN.LE00.IN,76.98780488,77.33902439,77.33902439,77.58780488,77.83902439,77.93902439,78.0902439,78.54146341,78.64146341,78.74146341,78.84146341
Uzbekistan,UZB,"Life expectancy at birth, total (years)",Europe & Central Asia,SP.DYN.LE00.IN,67.18660976,67.26502439,67.34704878,67.43514634,67.52970732,67.63217073,67.74202439,67.8587561,67.98039024,68.104,68.22758537
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,70.8667561,71.04492683,71.25256098,71.47280488,71.68734146,71.88092683,72.04746341,72.18492683,72.29943902,72.40121951,72.50097561
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,72.88795122,73.06587805,73.25378049,73.44768293,73.63909756,73.82502439,74.0024878,74.17046341,74.33097561,74.4875122,74.64309756
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",Latin America & Caribbean,SP.DYN.LE00.IN,78.17317073,78.72439024,78.52439024,78.62439024,78.82439024,78.92439024,79.07317073,79.17317073,79.37317073,79.47317073,79.62439024
Vietnam,VNM,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,74.2992439,74.4737561,74.62785366,74.76863415,74.90219512,75.03507317,75.1707561,75.31173171,75.45790244,75.60668293,75.7564878
Vanuatu,VUT,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,68.65170732,68.99,69.31685366,69.6347561,69.94421951,70.24773171,70.54580488,70.83890244,71.12804878,71.41068293,71.68682927
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,71.42397561,71.58519512,71.74887805,71.9175122,72.09156098,72.27007317,72.45304878,72.6404878,72.82943902,73.01787805,73.20334146
Samoa,WSM,"Life expectancy at birth, total (years)",East Asia & Pacific,SP.DYN.LE00.IN,70.42626829,70.71460976,70.99692683,71.27665854,71.55729268,71.83780488,72.12170732,72.40802439,72.69578049,72.98204878,73.26487805
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",Middle East & North Africa,SP.DYN.LE00.IN,61.11834146,61.32865854,61.53492683,61.73865854,61.93978049,62.13782927,62.33378049,62.52765854,62.7184878,62.90578049,63.08958537
South Africa,ZAF,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,52.5237561,51.8737561,51.55734146,51.61370732,51.9965122,52.63602439,53.46709756,54.3907561,55.29565854,56.09831707,56.73658537
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,47.3314878,47.59912195,47.82160976,48.01553659,48.2135122,48.43958537,48.69780488,48.98768293,49.30070732,49.62326829,49.94385366
Zambia,ZMB,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,44.52226829,45.765,47.12834146,48.58492683,50.09853659,51.62214634,53.11336585,54.52756098,55.83314634,57.02258537,58.09278049
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",Sub-Saharan Africa,SP.DYN.LE00.IN,42.87385366,43.1782439,43.88839024,45.08426829,46.74973171,48.80834146,51.14792683,53.59312195,55.94621951,58.04597561,59.7734878
